reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_1329_length_1035_cov_4.42841_ID_2657	3	1551	1033	2581	90.69
gi|184156320|ref|NC_010611.1|	NODE_771_length_1488_cov_5.36664_ID_1541	1488	2475	1	3962	92.47
gi|184156320|ref|NC_010611.1|	NODE_401_length_2007_cov_3.28723_ID_801	1	3893	2007	5899	91.78
gi|184156320|ref|NC_010611.1|	NODE_1110_length_1188_cov_4.53063_ID_2219	2	5824	1188	7010	93.18
gi|184156320|ref|NC_010611.1|	NODE_573_length_1732_cov_4.30156_ID_1145	1732	8388	1	10119	93.53
gi|184156320|ref|NC_010611.1|	NODE_794_length_1467_cov_3.39552_ID_1587	1	10033	1467	11498	92.91
gi|184156320|ref|NC_010611.1|	NODE_897_length_1369_cov_3.60467_ID_1793	9	13595	1369	14961	92.91
gi|184156320|ref|NC_010611.1|	NODE_1088_length_1209_cov_5.15804_ID_2175	1	16341	1205	17546	93.95
gi|184156320|ref|NC_010611.1|	NODE_226_length_2573_cov_5.31316_ID_451	2571	17952	1216	19307	94.32
gi|184156320|ref|NC_010611.1|	NODE_1353_length_1023_cov_2.05469_ID_2705	1020	23298	1	24317	92.46
gi|184156320|ref|NC_010611.1|	NODE_1259_length_1081_cov_3.12159_ID_2517	1	26137	1081	27216	94.27
gi|184156320|ref|NC_010611.1|	NODE_1021_length_1253_cov_2.87211_ID_2041	1253	27678	1	28924	87.64
gi|184156320|ref|NC_010611.1|	NODE_1019_length_1257_cov_5.17345_ID_2037	1257	32266	1	33522	96.34
gi|184156320|ref|NC_010611.1|	NODE_976_length_1288_cov_6.00172_ID_1951	1288	34080	6	35363	93.54
gi|184156320|ref|NC_010611.1|	NODE_859_length_1402_cov_3.43843_ID_1717	1402	35212	1	36613	91.94
gi|184156320|ref|NC_010611.1|	NODE_1037_length_1237_cov_6.34685_ID_2073	1237	37272	1	38511	90.84
gi|184156320|ref|NC_010611.1|	NODE_90_length_3374_cov_5.16816_ID_179	1	47263	3374	50636	96.89
gi|184156320|ref|NC_010611.1|	NODE_620_length_1667_cov_3.92792_ID_1239	1	52182	1667	53846	91.37
gi|184156320|ref|NC_010611.1|	NODE_588_length_1706_cov_3.76947_ID_1175	1704	57966	1	59669	92.02
gi|184156320|ref|NC_010611.1|	NODE_1217_length_1111_cov_3.97967_ID_2433	1	60146	1103	61248	89.40
gi|184156320|ref|NC_010611.1|	NODE_1319_length_1043_cov_1.93886_ID_2637	1033	61440	1	62472	90.92
gi|184156320|ref|NC_010611.1|	NODE_769_length_1490_cov_4.6515_ID_1537	4	62451	1490	63937	91.32
gi|184156320|ref|NC_010611.1|	NODE_1222_length_1107_cov_2.60102_ID_2443	1107	63918	1	65024	94.04
gi|184156320|ref|NC_010611.1|	NODE_1226_length_1106_cov_4.76302_ID_2451	1106	67520	1	68625	95.66
gi|184156320|ref|NC_010611.1|	NODE_199_length_2699_cov_4.00078_ID_397	2698	68541	3	71239	93.74
gi|184156320|ref|NC_010611.1|	NODE_1328_length_1037_cov_2.95275_ID_2655	1	71421	1037	72457	90.74
gi|184156320|ref|NC_010611.1|	NODE_181_length_2805_cov_6.24757_ID_361	4	73555	2790	76340	91.21
gi|184156320|ref|NC_010611.1|	NODE_31_length_4610_cov_4.73433_ID_61	4266	94566	7	98826	86.45
gi|184156320|ref|NC_010611.1|	NODE_431_length_1933_cov_3.29181_ID_861	1	98822	1933	100754	85.68
gi|184156320|ref|NC_010611.1|	NODE_1343_length_1027_cov_5.23444_ID_2685	6	101327	1027	102343	94.13
gi|184156320|ref|NC_010611.1|	NODE_355_length_2114_cov_5.11928_ID_709	2114	104210	1	106318	93.95
gi|184156320|ref|NC_010611.1|	NODE_441_length_1925_cov_4.16185_ID_881	3	106218	1924	108082	88.82
gi|184156320|ref|NC_010611.1|	NODE_484_length_1858_cov_4.56095_ID_967	1858	108043	4	109897	95.80
gi|184156320|ref|NC_010611.1|	NODE_901_length_1364_cov_5.48585_ID_1801	1357	109805	1	111161	96.09
gi|184156320|ref|NC_010611.1|	NODE_914_length_1349_cov_4.64157_ID_1827	1	111276	1349	112624	96.22
gi|184156320|ref|NC_010611.1|	NODE_214_length_2637_cov_3.21992_ID_427	2637	112736	1	115372	97.12
gi|184156320|ref|NC_010611.1|	NODE_603_length_1689_cov_4.43854_ID_1205	1689	118294	601	119380	93.58
gi|184156320|ref|NC_010611.1|	NODE_1241_length_1097_cov_2.28144_ID_2481	1097	134050	1	135146	91.16
gi|184156320|ref|NC_010611.1|	NODE_129_length_3078_cov_4.17079_ID_257	3	135580	3078	138657	93.05
gi|184156320|ref|NC_010611.1|	NODE_281_length_2355_cov_5.33124_ID_561	1	138553	2355	140907	95.50
gi|184156320|ref|NC_010611.1|	NODE_220_length_2616_cov_4.64644_ID_439	2613	141292	1	143904	90.82
gi|184156320|ref|NC_010611.1|	NODE_1351_length_1024_cov_4.15719_ID_2701	1024	143795	1	144815	91.21
gi|184156320|ref|NC_010611.1|	NODE_629_length_1659_cov_5.3577_ID_1257	1656	145415	1	147070	93.90
gi|184156320|ref|NC_010611.1|	NODE_436_length_1928_cov_5.6724_ID_871	1	147003	1928	148930	93.10
gi|184156320|ref|NC_010611.1|	NODE_1198_length_1122_cov_5.73065_ID_2395	1122	172744	15	173851	95.58
gi|184156320|ref|NC_010611.1|	NODE_1185_length_1129_cov_2.77146_ID_2369	1129	174556	39	175647	88.75
gi|184156320|ref|NC_010611.1|	NODE_847_length_1414_cov_4.41026_ID_1693	1414	177025	27	178412	92.37
gi|184156320|ref|NC_010611.1|	NODE_488_length_1852_cov_4.42783_ID_975	73	182159	1849	183933	91.56
gi|184156320|ref|NC_010611.1|	NODE_236_length_2533_cov_3.75769_ID_471	1	183823	2529	186356	92.86
gi|184156320|ref|NC_010611.1|	NODE_983_length_1284_cov_5.37252_ID_1965	1284	187415	1	188698	96.50
gi|184156320|ref|NC_010611.1|	NODE_1024_length_1249_cov_3.10606_ID_2047	1249	189371	71	190549	97.79
gi|184156320|ref|NC_010611.1|	NODE_184_length_2785_cov_4.38713_ID_367	1	190460	2785	193244	93.93
gi|184156320|ref|NC_010611.1|	NODE_192_length_2739_cov_4.17611_ID_383	3	193645	2739	196380	97.37
gi|184156320|ref|NC_010611.1|	NODE_1172_length_1138_cov_6.15727_ID_2343	1	197326	1138	198463	98.59
gi|184156320|ref|NC_010611.1|	NODE_841_length_1420_cov_4.47951_ID_1681	1	198372	1420	199791	96.13
gi|184156320|ref|NC_010611.1|	NODE_538_length_1778_cov_3.99334_ID_1075	1778	199724	108	201393	97.43
