reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_40_length_32824_cov_21.8928_ID_79	21565	1	2288	19307	98.53
gi|184156320|ref|NC_010611.1|	NODE_112_length_9614_cov_19.5007_ID_223	128	22081	5669	27622	95.53
gi|184156320|ref|NC_010611.1|	NODE_127_length_8311_cov_20.5596_ID_253	8311	31783	1	40088	98.97
gi|184156320|ref|NC_010611.1|	NODE_23_length_47729_cov_21.7607_ID_45	1	45883	37452	83355	96.40
gi|184156320|ref|NC_010611.1|	NODE_56_length_25421_cov_21.5526_ID_111	1068	95866	11484	106275	93.49
gi|184156320|ref|NC_010611.1|	NODE_61_length_23722_cov_23.2279_ID_121	23595	131659	128	155087	97.44
gi|184156320|ref|NC_010611.1|	NODE_82_length_15094_cov_21.7102_ID_163	309	172503	14968	187161	98.86
gi|184156320|ref|NC_010611.1|	NODE_47_length_29519_cov_24.1178_ID_93	29391	187154	1	216544	98.47
gi|184156320|ref|NC_010611.1|	NODE_52_length_26405_cov_22.2617_ID_103	26405	221824	210	248018	98.58
gi|184156320|ref|NC_010611.1|	NODE_11_length_67943_cov_22.8709_ID_21	178	262070	2408	264300	96.37
gi|184156320|ref|NC_010611.1|	NODE_77_length_16785_cov_24.6393_ID_153	1	322251	16785	339032	99.98
gi|184156320|ref|NC_010611.1|	NODE_3_length_88229_cov_22.2828_ID_5	1	338967	88229	427195	99.99
gi|184156320|ref|NC_010611.1|	NODE_36_length_34386_cov_23.0399_ID_71	1	427091	34386	461476	100.00
gi|184156320|ref|NC_010611.1|	NODE_186_length_1068_cov_17.8884_ID_371	1	461373	1068	462440	100.00
gi|184156320|ref|NC_010611.1|	NODE_5_length_82294_cov_22.4251_ID_9	82294	462505	240	544585	99.95
gi|184156320|ref|NC_010611.1|	NODE_13_length_65263_cov_23.3896_ID_25	65263	544814	1	610074	99.99
gi|184156320|ref|NC_010611.1|	NODE_12_length_65579_cov_21.943_ID_23	1	609985	65452	675436	99.99
gi|184156320|ref|NC_010611.1|	NODE_100_length_11589_cov_23.524_ID_199	128	675428	11589	686885	99.95
gi|184156320|ref|NC_010611.1|	NODE_125_length_8365_cov_19.5579_ID_249	1	692165	8365	700527	99.95
gi|184156320|ref|NC_010611.1|	NODE_133_length_6011_cov_18.904_ID_265	6011	700436	118	706331	99.90
gi|184156320|ref|NC_010611.1|	NODE_17_length_55507_cov_21.2171_ID_33	55409	706271	1	761619	99.88
gi|184156320|ref|NC_010611.1|	NODE_147_length_3861_cov_22.1237_ID_293	3859	763487	1	767344	99.97
gi|184156320|ref|NC_010611.1|	NODE_74_length_18518_cov_17.6297_ID_147	18518	767235	1	785751	99.99
gi|184156320|ref|NC_010611.1|	NODE_26_length_45181_cov_23.8462_ID_51	1	785654	45181	830834	99.98
gi|184156320|ref|NC_010611.1|	NODE_50_length_27987_cov_21.1054_ID_99	27987	830812	1	858798	99.99
gi|184156320|ref|NC_010611.1|	NODE_25_length_46162_cov_22.0076_ID_49	1	858688	20463	879149	99.98
gi|184156320|ref|NC_010611.1|	NODE_117_length_8994_cov_24.3417_ID_233	8994	904389	1	913382	99.98
gi|184156320|ref|NC_010611.1|	NODE_107_length_10343_cov_20.6508_ID_213	10343	914282	15	924609	99.95
gi|184156320|ref|NC_010611.1|	NODE_19_length_54739_cov_21.1842_ID_37	53	924510	35701	960157	99.88
gi|184156320|ref|NC_010611.1|	NODE_44_length_30548_cov_18.7563_ID_87	7091	966353	30548	989811	96.21
gi|184156320|ref|NC_010611.1|	NODE_89_length_14148_cov_22.0576_ID_177	132	989911	14148	1003926	99.04
gi|184156320|ref|NC_010611.1|	NODE_10_length_69508_cov_22.4333_ID_19	1	1003725	69338	1073062	99.99
gi|184156320|ref|NC_010611.1|	NODE_135_length_5953_cov_20.4416_ID_269	127	1073054	5953	1078880	100.00
gi|184156320|ref|NC_010611.1|	NODE_157_length_3095_cov_18.815_ID_313	1	1078939	3095	1082033	100.00
gi|184156320|ref|NC_010611.1|	NODE_62_length_23547_cov_22.2465_ID_123	1	1081918	23547	1105464	99.97
gi|184156320|ref|NC_010611.1|	NODE_53_length_26356_cov_22.2103_ID_105	1	1105554	4523	1110076	99.54
gi|184156320|ref|NC_010611.1|	NODE_7_length_76260_cov_21.3755_ID_13	31498	1117141	30021	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_109_length_10240_cov_24.0353_ID_217	1	1130503	10240	1140743	99.98
gi|184156320|ref|NC_010611.1|	NODE_115_length_9213_cov_24.9878_ID_229	321	1141417	1408	1142510	90.05
gi|184156320|ref|NC_010611.1|	NODE_149_length_3604_cov_46.1182_ID_297	3604	1153376	2443	1154537	95.44
gi|184156320|ref|NC_010611.1|	NODE_139_length_5620_cov_18.8119_ID_277	5620	1157332	1	1162951	99.96
gi|184156320|ref|NC_010611.1|	NODE_31_length_38309_cov_22.157_ID_61	38309	1157332	34816	1160824	89.16
gi|184156320|ref|NC_010611.1|	NODE_177_length_1535_cov_16.6726_ID_353	4	1163863	1535	1165392	99.61
gi|184156320|ref|NC_010611.1|	NODE_55_length_25536_cov_20.4287_ID_109	19746	1164130	21135	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_30_length_39520_cov_22.0642_ID_59	39520	1165383	128	1204775	99.99
gi|184156320|ref|NC_010611.1|	NODE_134_length_5963_cov_18.6367_ID_267	5836	1240303	1	1246138	99.95
gi|184156320|ref|NC_010611.1|	NODE_80_length_16321_cov_23.5693_ID_159	16321	1246024	128	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_68_length_20886_cov_21.0743_ID_135	20764	1262207	1	1282982	99.91
gi|184156320|ref|NC_010611.1|	NODE_103_length_11348_cov_20.818_ID_205	11348	1283247	1	1294593	99.83
gi|184156320|ref|NC_010611.1|	NODE_28_length_42978_cov_21.4813_ID_55	8611	1291582	9778	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_73_length_18606_cov_21.0094_ID_145	18606	1294539	1	1313143	99.98
gi|184156320|ref|NC_010611.1|	NODE_169_length_1954_cov_18.9666_ID_337	1954	1314314	1	1316267	100.00
gi|184156320|ref|NC_010611.1|	NODE_99_length_11716_cov_21.0107_ID_197	11716	1317050	1	1328765	99.98
gi|184156320|ref|NC_010611.1|	NODE_48_length_28874_cov_19.3521_ID_95	1	1328656	13552	1342207	100.00
gi|184156320|ref|NC_010611.1|	NODE_104_length_10804_cov_20.4024_ID_207	1	1358998	10704	1369700	99.98
gi|184156320|ref|NC_010611.1|	NODE_111_length_9702_cov_21.3695_ID_221	9702	1369713	1	1379412	99.98
gi|184156320|ref|NC_010611.1|	NODE_160_length_2897_cov_13.8289_ID_319	2897	1379328	1	1382225	99.97
gi|184156320|ref|NC_010611.1|	NODE_129_length_7758_cov_16.1583_ID_257	7522	1379983	6473	1381033	88.05
gi|184156320|ref|NC_010611.1|	NODE_86_length_14642_cov_21.6538_ID_171	14642	1382189	1	1396830	99.99
gi|184156320|ref|NC_010611.1|	NODE_49_length_28255_cov_21.1827_ID_97	1	1396742	28255	1424993	99.98
gi|184156320|ref|NC_010611.1|	NODE_42_length_31510_cov_21.6729_ID_83	31385	1425687	51	1457018	99.98
gi|184156320|ref|NC_010611.1|	NODE_185_length_1152_cov_5.78927_ID_369	1152	1456983	1	1458134	100.00
gi|184156320|ref|NC_010611.1|	NODE_43_length_30841_cov_20.9213_ID_85	430	1458377	30841	1488788	99.98
gi|184156320|ref|NC_010611.1|	NODE_45_length_30168_cov_21.0166_ID_89	29394	1458790	28282	1459909	85.37
gi|184156320|ref|NC_010611.1|	NODE_27_length_43440_cov_21.9049_ID_53	43440	1488685	1	1532122	99.99
gi|184156320|ref|NC_010611.1|	NODE_132_length_6166_cov_18.1207_ID_263	6166	1532074	1	1538238	99.95
gi|184156320|ref|NC_010611.1|	NODE_46_length_29764_cov_20.6011_ID_91	29307	1538715	1	1568017	99.85
gi|184156320|ref|NC_010611.1|	NODE_84_length_14976_cov_22.0172_ID_167	14976	1567846	128	1582694	99.99
gi|184156320|ref|NC_010611.1|	NODE_156_length_3189_cov_17.8452_ID_311	3062	1582686	1	1585747	100.00
gi|184156320|ref|NC_010611.1|	NODE_66_length_20930_cov_19.7842_ID_131	1	1585641	4250	1589890	99.93
gi|184156320|ref|NC_010611.1|	NODE_106_length_10658_cov_24.5052_ID_211	1	1606737	10658	1617395	99.98
gi|184156320|ref|NC_010611.1|	NODE_96_length_12083_cov_21.2901_ID_191	1	1617408	12083	1629490	99.99
gi|184156320|ref|NC_010611.1|	NODE_67_length_20922_cov_20.5055_ID_133	20922	1629393	1	1650316	99.97
gi|184156320|ref|NC_010611.1|	NODE_110_length_10134_cov_14.5684_ID_219	10061	1650274	1	1660334	99.99
gi|184156320|ref|NC_010611.1|	NODE_140_length_5579_cov_20.0629_ID_279	1	1660228	5579	1665806	100.00
gi|184156320|ref|NC_010611.1|	NODE_39_length_33757_cov_21.416_ID_77	33757	1665943	1	1699697	99.97
gi|184156320|ref|NC_010611.1|	NODE_8_length_73938_cov_21.9959_ID_15	1	1699607	73938	1773543	99.98
gi|184156320|ref|NC_010611.1|	NODE_16_length_61600_cov_20.1748_ID_31	1	1773448	49176	1822627	99.98
gi|184156320|ref|NC_010611.1|	NODE_179_length_1526_cov_16.3474_ID_357	32	1834954	1526	1836448	100.00
