reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_30_length_42513_cov_21.9214_ID_59	31685	1	12391	19307	98.51
gi|184156320|ref|NC_010611.1|	NODE_137_length_3759_cov_17.0116_ID_273	3632	31946	172	35406	99.28
gi|184156320|ref|NC_010611.1|	NODE_148_length_2870_cov_29.1848_ID_295	217	37450	2870	40088	97.44
gi|184156320|ref|NC_010611.1|	NODE_125_length_5232_cov_141.928_ID_249	1	39962	5232	45193	99.89
gi|184156320|ref|NC_010611.1|	NODE_35_length_39216_cov_16.5485_ID_69	39216	45419	5594	79051	97.82
gi|184156320|ref|NC_010611.1|	NODE_22_length_47283_cov_21.259_ID_43	45468	95004	39692	100780	94.01
gi|184156320|ref|NC_010611.1|	NODE_18_length_50888_cov_19.8565_ID_35	40172	172503	11278	201393	98.53
gi|184156320|ref|NC_010611.1|	NODE_28_length_43149_cov_18.039_ID_55	43149	221532	16686	248018	98.44
gi|184156320|ref|NC_010611.1|	NODE_25_length_43531_cov_13.9662_ID_49	5634	261857	8076	264299	95.13
gi|184156320|ref|NC_010611.1|	NODE_107_length_9592_cov_24.9814_ID_213	6331	262868	7762	264299	91.62
gi|184156320|ref|NC_010611.1|	NODE_23_length_45267_cov_16.6433_ID_45	38186	264294	45140	271248	98.43
gi|184156320|ref|NC_010611.1|	NODE_19_length_50362_cov_18.1411_ID_37	50237	271244	8651	312821	98.77
gi|184156320|ref|NC_010611.1|	NODE_195_length_1203_cov_36.2054_ID_389	1203	321225	1	322426	99.75
gi|184156320|ref|NC_010611.1|	NODE_64_length_22367_cov_42.213_ID_127	22367	322300	1041	343613	99.04
gi|184156320|ref|NC_010611.1|	NODE_85_length_14310_cov_21.1328_ID_169	369	343606	10947	354186	99.21
gi|184156320|ref|NC_010611.1|	NODE_32_length_41944_cov_19.995_ID_63	41788	358012	128	399663	98.90
gi|184156320|ref|NC_010611.1|	NODE_3_length_111901_cov_18.1977_ID_5	111774	399655	61907	449501	98.33
gi|184156320|ref|NC_010611.1|	NODE_6_length_79593_cov_18.4537_ID_11	126	513217	42352	555469	98.39
gi|184156320|ref|NC_010611.1|	NODE_101_length_10252_cov_43.1712_ID_201	366	611282	8482	619398	98.60
gi|184156320|ref|NC_010611.1|	NODE_127_length_5100_cov_36.145_ID_253	169	621182	2868	623881	98.56
gi|184156320|ref|NC_010611.1|	NODE_102_length_10171_cov_21.046_ID_203	288	623865	10001	633591	97.53
gi|184156320|ref|NC_010611.1|	NODE_16_length_53758_cov_23.805_ID_31	53314	633589	1	686894	98.77
gi|184156320|ref|NC_010611.1|	NODE_108_length_9455_cov_27.0776_ID_215	9455	692160	484	701126	98.74
gi|184156320|ref|NC_010611.1|	NODE_67_length_20578_cov_23.4967_ID_133	20363	709214	485	729146	97.64
gi|184156320|ref|NC_010611.1|	NODE_116_length_7441_cov_16.4032_ID_231	7293	740080	6228	741145	96.16
gi|184156320|ref|NC_010611.1|	NODE_7_length_77496_cov_18.9976_ID_13	76694	787086	30820	832980	98.71
gi|184156320|ref|NC_010611.1|	NODE_42_length_33077_cov_19.3263_ID_83	32945	863707	17501	879149	99.18
gi|184156320|ref|NC_010611.1|	NODE_59_length_24604_cov_20.5893_ID_117	12459	889978	24479	901998	98.30
gi|184156320|ref|NC_010611.1|	NODE_94_length_11511_cov_16.6198_ID_187	11386	901997	1	913382	99.23
gi|184156320|ref|NC_010611.1|	NODE_13_length_56814_cov_19.6453_ID_25	56814	914331	47135	924006	98.57
gi|184156320|ref|NC_010611.1|	NODE_52_length_26712_cov_20.2132_ID_103	366	966417	5929	971976	95.12
gi|184156320|ref|NC_010611.1|	NODE_8_length_77068_cov_17.9362_ID_15	310	1002137	40933	1042744	96.64
gi|184156320|ref|NC_010611.1|	NODE_50_length_27161_cov_16.8242_ID_99	2	1078860	7857	1086716	99.30
gi|184156320|ref|NC_010611.1|	NODE_163_length_2260_cov_14.6714_ID_325	2260	1105501	158	1107604	98.57
gi|184156320|ref|NC_010611.1|	NODE_24_length_44736_cov_17.448_ID_47	217	1107597	1491	1108871	96.16
gi|184156320|ref|NC_010611.1|	NODE_124_length_5267_cov_170.092_ID_247	128	1130214	1392	1131481	97.79
gi|184156320|ref|NC_010611.1|	NODE_97_length_10828_cov_43.5949_ID_193	10384	1155897	5455	1160824	90.88
gi|184156320|ref|NC_010611.1|	NODE_12_length_64154_cov_17.9974_ID_23	61606	1164130	60217	1165519	97.63
gi|184156320|ref|NC_010611.1|	NODE_153_length_2546_cov_65.9111_ID_305	2237	1206645	487	1208393	95.55
gi|184156320|ref|NC_010611.1|	NODE_87_length_13892_cov_15.8042_ID_173	3832	1222673	13892	1232732	98.06
gi|184156320|ref|NC_010611.1|	NODE_188_length_1369_cov_117.37_ID_375	1	1233129	1060	1234188	93.69
gi|184156320|ref|NC_010611.1|	NODE_135_length_4180_cov_122.252_ID_269	4007	1242279	805	1245481	98.31
gi|184156320|ref|NC_010611.1|	NODE_136_length_3809_cov_15.6619_ID_271	126	1245476	3683	1249031	98.74
gi|184156320|ref|NC_010611.1|	NODE_54_length_25938_cov_17.9499_ID_107	128	1249028	25811	1274729	98.76
