reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_73_length_18140_cov_24.9619_ID_145	7027	1	1	7027	99.20
gi|184156320|ref|NC_010611.1|	NODE_66_length_19853_cov_25.1398_ID_131	19853	7022	7556	19307	98.48
gi|184156320|ref|NC_010611.1|	NODE_151_length_4176_cov_13.6439_ID_301	4176	27453	1	31628	98.87
gi|184156320|ref|NC_010611.1|	NODE_141_length_4931_cov_24.2635_ID_281	4931	31931	1	36860	99.19
gi|184156320|ref|NC_010611.1|	NODE_158_length_3329_cov_19.9547_ID_315	1	36777	3329	40088	97.75
gi|184156320|ref|NC_010611.1|	NODE_85_length_13639_cov_26.2774_ID_169	4	45872	13639	59507	98.87
gi|184156320|ref|NC_010611.1|	NODE_50_length_28025_cov_24.9401_ID_99	28020	60161	15666	72512	97.98
gi|184156320|ref|NC_010611.1|	NODE_18_length_54591_cov_26.0524_ID_35	53141	94994	41801	106333	97.95
gi|184156320|ref|NC_010611.1|	NODE_191_length_1358_cov_20.5711_ID_381	1	155045	1291	156336	97.83
gi|184156320|ref|NC_010611.1|	NODE_42_length_30913_cov_28.7909_ID_83	30911	156493	14822	172582	97.29
gi|184156320|ref|NC_010611.1|	NODE_180_length_2082_cov_26.7325_ID_359	1	187378	1847	189224	99.08
gi|184156320|ref|NC_010611.1|	NODE_51_length_27607_cov_27.8337_ID_101	666	189275	12786	201393	99.34
gi|184156320|ref|NC_010611.1|	NODE_56_length_26335_cov_25.1825_ID_111	26335	221858	174	248018	98.58
gi|184156320|ref|NC_010611.1|	NODE_174_length_2236_cov_35.8843_ID_347	2229	262070	1	264298	96.37
gi|184156320|ref|NC_010611.1|	NODE_10_length_65664_cov_27.2077_ID_19	7179	262868	65664	321351	99.56
gi|184156320|ref|NC_010611.1|	NODE_80_length_16673_cov_29.6677_ID_159	1	322251	16673	338922	99.99
gi|184156320|ref|NC_010611.1|	NODE_107_length_9496_cov_18.7617_ID_213	9496	339068	1	348562	99.99
gi|184156320|ref|NC_010611.1|	NODE_8_length_70908_cov_27.4897_ID_15	1	348508	70908	419417	99.99
gi|184156320|ref|NC_010611.1|	NODE_26_length_42903_cov_27.2363_ID_51	1	419518	42903	462421	99.99
gi|184156320|ref|NC_010611.1|	NODE_44_length_29515_cov_24.9503_ID_87	29515	462336	1	491850	99.99
gi|184156320|ref|NC_010611.1|	NODE_27_length_41404_cov_27.1414_ID_53	18	491781	41277	533065	99.91
gi|184156320|ref|NC_010611.1|	NODE_198_length_1172_cov_20.8517_ID_395	1045	533057	1	534101	100.00
gi|184156320|ref|NC_010611.1|	NODE_98_length_10678_cov_26.2401_ID_195	10678	534035	128	544585	100.00
gi|184156320|ref|NC_010611.1|	NODE_12_length_64041_cov_28.8242_ID_23	1	544854	64041	608892	99.99
gi|184156320|ref|NC_010611.1|	NODE_190_length_1387_cov_15.5468_ID_379	1	608789	1387	610175	100.00
gi|184156320|ref|NC_010611.1|	NODE_11_length_64609_cov_25.9709_ID_21	1	610955	64482	675436	99.99
gi|184156320|ref|NC_010611.1|	NODE_93_length_11193_cov_25.684_ID_185	11066	675428	1	686489	99.95
gi|184156320|ref|NC_010611.1|	NODE_136_length_5246_cov_231.504_ID_271	5246	687050	1	692296	99.79
gi|184156320|ref|NC_010611.1|	NODE_168_length_2466_cov_17.4425_ID_335	2466	692170	1	694633	99.84
gi|184156320|ref|NC_010611.1|	NODE_130_length_5711_cov_27.6037_ID_259	5711	694538	1	700248	100.00
gi|184156320|ref|NC_010611.1|	NODE_19_length_54522_cov_24.3598_ID_37	54522	700182	48375	706331	99.90
gi|184156320|ref|NC_010611.1|	NODE_203_length_1032_cov_6.99558_ID_405	1	754516	1032	755547	100.00
gi|184156320|ref|NC_010611.1|	NODE_125_length_6140_cov_26.9386_ID_249	1	755507	6140	761646	100.00
gi|184156320|ref|NC_010611.1|	NODE_170_length_2419_cov_10.0004_ID_339	1623	762322	535	763410	100.00
gi|184156320|ref|NC_010611.1|	NODE_127_length_5981_cov_17.6759_ID_253	1	763588	5981	769567	99.98
gi|184156320|ref|NC_010611.1|	NODE_124_length_6674_cov_21.6666_ID_247	1	770104	6674	776777	100.00
gi|184156320|ref|NC_010611.1|	NODE_129_length_5866_cov_22.2696_ID_257	5866	776679	1	782544	100.00
gi|184156320|ref|NC_010611.1|	NODE_1_length_122396_cov_26.282_ID_1	1	782470	96687	879149	99.98
gi|184156320|ref|NC_010611.1|	NODE_110_length_8990_cov_29.6622_ID_219	8990	904393	1	913382	100.00
gi|184156320|ref|NC_010611.1|	NODE_104_length_9767_cov_24.334_ID_207	1	914282	9767	924048	100.00
gi|184156320|ref|NC_010611.1|	NODE_32_length_37152_cov_25.3276_ID_63	53	924510	35701	960157	99.89
gi|184156320|ref|NC_010611.1|	NODE_43_length_30005_cov_23.2789_ID_85	6369	966353	30005	989990	96.22
gi|184156320|ref|NC_010611.1|	NODE_22_length_51039_cov_27.1847_ID_43	51039	989921	1	1040958	99.73
gi|184156320|ref|NC_010611.1|	NODE_38_length_32336_cov_23.1773_ID_75	1	1040854	32209	1073062	99.99
gi|184156320|ref|NC_010611.1|	NODE_128_length_5954_cov_24.516_ID_255	128	1073054	5954	1078880	100.00
gi|184156320|ref|NC_010611.1|	NODE_58_length_26208_cov_25.5893_ID_115	1	1079205	26208	1105412	99.97
gi|184156320|ref|NC_010611.1|	NODE_112_length_8816_cov_31.3753_ID_223	1	1105686	4391	1110076	99.43
gi|184156320|ref|NC_010611.1|	NODE_33_length_36004_cov_25.2863_ID_65	1	1113867	1842	1115708	100.00
gi|184156320|ref|NC_010611.1|	NODE_79_length_17311_cov_25.2225_ID_157	11315	1117141	9838	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_108_length_9444_cov_28.1364_ID_215	552	1141417	1639	1142510	90.05
gi|184156320|ref|NC_010611.1|	NODE_157_length_3351_cov_53.8074_ID_313	2374	1155085	1	1157458	98.74
gi|184156320|ref|NC_010611.1|	NODE_135_length_5355_cov_22.9983_ID_269	5355	1157332	1	1162686	99.96
gi|184156320|ref|NC_010611.1|	NODE_144_length_4586_cov_23.7289_ID_287	4586	1157332	1093	1160824	89.13
gi|184156320|ref|NC_010611.1|	NODE_199_length_1156_cov_9.06608_ID_397	1	1162654	1049	1163702	100.00
gi|184156320|ref|NC_010611.1|	NODE_28_length_41045_cov_25.5741_ID_55	41042	1163863	128	1204775	99.98
gi|184156320|ref|NC_010611.1|	NODE_14_length_60092_cov_26.4071_ID_27	2386	1164130	3775	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_61_length_22167_cov_26.3157_ID_121	126	1240303	22040	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_160_length_3095_cov_22.6712_ID_319	128	1262207	3095	1265186	99.46
gi|184156320|ref|NC_010611.1|	NODE_74_length_17930_cov_25.416_ID_147	17795	1265269	1	1283063	99.99
gi|184156320|ref|NC_010611.1|	NODE_92_length_11272_cov_22.6199_ID_183	1	1283247	11272	1294517	99.85
gi|184156320|ref|NC_010611.1|	NODE_35_length_34423_cov_25.2189_ID_69	3004	1291582	1837	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_70_length_18733_cov_23.4367_ID_139	18733	1294421	1	1313152	99.98
gi|184156320|ref|NC_010611.1|	NODE_189_length_1399_cov_20.7162_ID_377	1399	1314707	1	1316105	100.00
gi|184156320|ref|NC_010611.1|	NODE_134_length_5402_cov_19.6032_ID_267	1	1316029	5402	1321430	99.96
