reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_69_length_18105_cov_21.9813_ID_137	11074	1	18105	7032	99.26
gi|184156320|ref|NC_010611.1|	NODE_57_length_23275_cov_21.2811_ID_113	23275	6955	10922	19307	98.36
gi|184156320|ref|NC_010611.1|	NODE_116_length_1220_cov_6.30284_ID_231	1	30742	1220	31961	97.38
gi|184156320|ref|NC_010611.1|	NODE_89_length_8319_cov_20.1294_ID_177	8319	31868	1	40171	98.69
gi|184156320|ref|NC_010611.1|	NODE_99_length_5476_cov_177.537_ID_197	1	40045	5476	45516	99.65
gi|184156320|ref|NC_010611.1|	NODE_37_length_40142_cov_19.9734_ID_73	40142	45394	6065	79464	97.51
gi|184156320|ref|NC_010611.1|	NODE_40_length_34222_cov_20.1443_ID_79	9250	95868	13164	99780	87.60
gi|184156320|ref|NC_010611.1|	NODE_108_length_2185_cov_14.7867_ID_215	2185	121500	922	122763	95.33
gi|184156320|ref|NC_010611.1|	NODE_54_length_26030_cov_24.5136_ID_107	128	130571	25906	156336	97.34
gi|184156320|ref|NC_010611.1|	NODE_29_length_49450_cov_23.6224_ID_57	49448	156422	40583	165290	96.58
gi|184156320|ref|NC_010611.1|	NODE_63_length_20697_cov_24.7074_ID_125	1	187234	14163	201393	99.13
gi|184156320|ref|NC_010611.1|	NODE_90_length_8286_cov_24.0401_ID_179	171	208368	8286	216478	97.19
gi|184156320|ref|NC_010611.1|	NODE_53_length_26267_cov_23.475_ID_105	26267	221907	174	248018	98.49
gi|184156320|ref|NC_010611.1|	NODE_21_length_59466_cov_23.3173_ID_41	59289	262070	4736	316609	98.48
gi|184156320|ref|NC_010611.1|	NODE_117_length_1203_cov_59.5548_ID_233	1	321225	1203	322426	99.67
gi|184156320|ref|NC_010611.1|	NODE_70_length_16876_cov_23.9871_ID_139	16876	322300	1	339176	99.45
gi|184156320|ref|NC_010611.1|	NODE_83_length_11417_cov_16.9237_ID_165	11417	339175	2862	347729	98.70
gi|184156320|ref|NC_010611.1|	NODE_5_length_113164_cov_23.5379_ID_9	112427	349290	108883	352834	99.24
gi|184156320|ref|NC_010611.1|	NODE_50_length_28410_cov_23.4024_ID_99	28410	462336	20179	470563	98.82
gi|184156320|ref|NC_010611.1|	NODE_68_length_18605_cov_23.2697_ID_135	1	491615	11334	502947	98.45
gi|184156320|ref|NC_010611.1|	NODE_112_length_1741_cov_45.2354_ID_223	1	509936	1741	511676	99.94
gi|184156320|ref|NC_010611.1|	NODE_44_length_33358_cov_23.6629_ID_87	1	511550	19192	530763	98.97
gi|184156320|ref|NC_010611.1|	NODE_1_length_166719_cov_23.0018_ID_1	1	544779	10690	555469	98.22
gi|184156320|ref|NC_010611.1|	NODE_75_length_14291_cov_22.0103_ID_149	14291	692201	4721	701766	97.68
gi|184156320|ref|NC_010611.1|	NODE_28_length_49514_cov_22.3703_ID_55	142	706269	1197	707324	98.77
gi|184156320|ref|NC_010611.1|	NODE_97_length_5852_cov_21.0121_ID_193	1889	758109	5725	761945	97.05
gi|184156320|ref|NC_010611.1|	NODE_33_length_44121_cov_25.251_ID_65	269	787086	44121	830929	98.94
gi|184156320|ref|NC_010611.1|	NODE_13_length_82722_cov_22.7531_ID_25	82722	830953	80695	832980	97.49
gi|184156320|ref|NC_010611.1|	NODE_26_length_53566_cov_21.5998_ID_51	53566	914331	43891	924006	98.84
gi|184156320|ref|NC_010611.1|	NODE_103_length_4659_cov_16.3405_ID_205	1251	964089	77	965265	94.82
gi|184156320|ref|NC_010611.1|	NODE_32_length_44153_cov_21.4685_ID_63	44153	966451	38636	971976	93.78
gi|184156320|ref|NC_010611.1|	NODE_81_length_13019_cov_20.6567_ID_161	11472	972002	1787	981685	95.39
gi|184156320|ref|NC_010611.1|	NODE_7_length_95667_cov_21.7694_ID_13	1	1010752	26135	1036885	98.57
gi|184156320|ref|NC_010611.1|	NODE_48_length_29522_cov_21.7989_ID_95	1	1105883	3670	1109519	96.84
gi|184156320|ref|NC_010611.1|	NODE_60_length_22198_cov_25.0598_ID_119	22198	1130954	16598	1136556	95.27
gi|184156320|ref|NC_010611.1|	NODE_87_length_8995_cov_20.5626_ID_173	2322	1155081	8995	1161753	96.58
gi|184156320|ref|NC_010611.1|	NODE_109_length_2042_cov_11.1358_ID_217	1	1161626	2042	1163667	99.90
gi|184156320|ref|NC_010611.1|	NODE_115_length_1390_cov_17.479_ID_229	1	1163870	1390	1165257	97.99
gi|184156320|ref|NC_010611.1|	NODE_15_length_78119_cov_22.115_ID_29	1128	1164130	1	1165257	97.78
gi|184156320|ref|NC_010611.1|	NODE_47_length_29753_cov_22.7181_ID_93	1	1165393	29427	1194807	97.50
gi|184156320|ref|NC_010611.1|	NODE_56_length_24400_cov_20.2167_ID_111	16847	1194864	7436	1204276	97.94
gi|184156320|ref|NC_010611.1|	NODE_84_length_11377_cov_20.9801_ID_167	7154	1211402	6064	1212492	94.04
gi|184156320|ref|NC_010611.1|	NODE_3_length_134899_cov_21.8413_ID_5	452	1214921	3144	1217613	96.10
gi|184156320|ref|NC_010611.1|	NODE_38_length_34908_cov_22.5382_ID_75	24877	1282367	23210	1284035	97.48
gi|184156320|ref|NC_010611.1|	NODE_66_length_19646_cov_21.9013_ID_131	8648	1291582	9815	1292749	87.50
gi|184156320|ref|NC_010611.1|	NODE_93_length_6458_cov_17.9335_ID_185	1	1306890	6331	1313215	98.37
gi|184156320|ref|NC_010611.1|	NODE_91_length_7988_cov_18.2678_ID_181	7988	1313797	5208	1316575	98.63
gi|184156320|ref|NC_010611.1|	NODE_36_length_41554_cov_21.8406_ID_71	41554	1322266	40389	1323433	97.09
gi|184156320|ref|NC_010611.1|	NODE_51_length_28101_cov_18.8403_ID_101	11814	1343741	171	1355383	97.79
gi|184156320|ref|NC_010611.1|	NODE_71_length_16209_cov_17.1399_ID_141	1981	1367275	13175	1378465	95.88
gi|184156320|ref|NC_010611.1|	NODE_105_length_3976_cov_17.325_ID_209	494	1379983	1543	1381032	87.86
gi|184156320|ref|NC_010611.1|	NODE_34_length_43688_cov_20.9916_ID_67	42954	1381113	34744	1389319	96.09
gi|184156320|ref|NC_010611.1|	NODE_42_length_33866_cov_20.7033_ID_83	1	1424748	30816	1455558	97.10
gi|184156320|ref|NC_010611.1|	NODE_6_length_107518_cov_22.7682_ID_11	103906	1458790	105016	1459906	86.26
gi|184156320|ref|NC_010611.1|	NODE_16_length_73134_cov_22.6507_ID_31	1595	1458792	73134	1530322	96.78
gi|184156320|ref|NC_010611.1|	NODE_22_length_56839_cov_21.1462_ID_43	2650	1458795	3747	1459896	86.01
gi|184156320|ref|NC_010611.1|	NODE_111_length_1777_cov_11.197_ID_221	1777	1530379	1	1532155	99.27
gi|184156320|ref|NC_010611.1|	NODE_94_length_6209_cov_15.735_ID_187	1	1531999	6209	1538211	98.55
gi|184156320|ref|NC_010611.1|	NODE_61_length_21941_cov_20.642_ID_121	21295	1538715	7023	1552925	95.15
gi|184156320|ref|NC_010611.1|	NODE_55_length_24407_cov_23.3241_ID_109	1	1559908	9873	1569777	96.63
gi|184156320|ref|NC_010611.1|	NODE_82_length_12046_cov_23.0454_ID_163	12046	1617445	1	1629489	98.43
gi|184156320|ref|NC_010611.1|	NODE_80_length_13412_cov_21.475_ID_159	13412	1629393	1	1642802	97.77
gi|184156320|ref|NC_010611.1|	NODE_58_length_22786_cov_18.0206_ID_115	22786	1642735	128	1665393	98.91
gi|184156320|ref|NC_010611.1|	NODE_46_length_31005_cov_20.7713_ID_91	30878	1665391	128	1696142	98.75
gi|184156320|ref|NC_010611.1|	NODE_30_length_48096_cov_23.0294_ID_59	126	1696139	42354	1738365	98.85
gi|184156320|ref|NC_010611.1|	NODE_9_length_90862_cov_21.1028_ID_17	1	1744278	78362	1822627	98.53
gi|184156320|ref|NC_010611.1|	NODE_25_length_54069_cov_20.9135_ID_49	4	1834903	53541	1888529	97.22
gi|184156320|ref|NC_010611.1|	NODE_45_length_32067_cov_21.3595_ID_89	30464	1889212	1	1919656	96.48
gi|184156320|ref|NC_010611.1|	NODE_73_length_15249_cov_21.0195_ID_145	15249	1919566	12071	1922746	98.24
gi|184156320|ref|NC_010611.1|	NODE_100_length_5435_cov_20.6245_ID_199	4955	1936329	1	1941283	97.82
gi|184156320|ref|NC_010611.1|	NODE_35_length_42263_cov_21.7537_ID_69	42263	1941168	29063	1954357	96.24
gi|184156320|ref|NC_010611.1|	NODE_43_length_33405_cov_23.5318_ID_85	33405	1975895	30781	1978501	88.66
gi|184156320|ref|NC_010611.1|	NODE_78_length_13893_cov_21.9876_ID_155	4135	2007077	2536	2008677	92.63
gi|184156320|ref|NC_010611.1|	NODE_64_length_20628_cov_18.082_ID_127	1	2016629	15154	2031789	97.65
gi|184156320|ref|NC_010611.1|	NODE_104_length_4121_cov_15.0416_ID_207	986	2041395	4121	2044525	96.97
gi|184156320|ref|NC_010611.1|	NODE_74_length_15166_cov_20.3893_ID_147	1	2044416	11918	2056324	97.21
gi|184156320|ref|NC_010611.1|	NODE_76_length_14120_cov_26.2931_ID_151	1	2091887	1093	2092979	96.34
gi|184156320|ref|NC_010611.1|	NODE_79_length_13732_cov_24.995_ID_157	1	2091887	13562	2105465	95.55
gi|184156320|ref|NC_010611.1|	NODE_20_length_60913_cov_20.9019_ID_39	3	2138994	36968	2175959	97.93
gi|184156320|ref|NC_010611.1|	NODE_113_length_1645_cov_11.4855_ID_225	3	2201739	1645	2203379	98.72
gi|184156320|ref|NC_010611.1|	NODE_88_length_8498_cov_21.7837_ID_175	1	2203394	8498	2211891	98.25
gi|184156320|ref|NC_010611.1|	NODE_17_length_66537_cov_21.8014_ID_33	1	2211743	1975	2213727	98.24
gi|184156320|ref|NC_010611.1|	NODE_31_length_44185_cov_19.9951_ID_61	1	2361067	44185	2405223	98.34
gi|184156320|ref|NC_010611.1|	NODE_110_length_1877_cov_16.7149_ID_219	1	2405140	1877	2407014	98.72
gi|184156320|ref|NC_010611.1|	NODE_85_length_11174_cov_19.7857_ID_169	1612	2410758	6049	2415193	98.29
gi|184156320|ref|NC_010611.1|	NODE_12_length_84689_cov_22.0947_ID_23	84487	2415256	79062	2420677	96.50
gi|184156320|ref|NC_010611.1|	NODE_24_length_56324_cov_22.2024_ID_47	1	2500424	39200	2539627	99.17
gi|184156320|ref|NC_010611.1|	NODE_92_length_7924_cov_18.0871_ID_183	7924	2560250	1	2568166	98.17
gi|184156320|ref|NC_010611.1|	NODE_102_length_4840_cov_20.9607_ID_203	4840	2568108	1	2572947	98.39
gi|184156320|ref|NC_010611.1|	NODE_27_length_53032_cov_21.4093_ID_53	53032	2572890	22090	2603835	98.23
gi|184156320|ref|NC_010611.1|	NODE_10_length_88010_cov_22.6896_ID_19	87771	2626346	65814	2648300	97.58
gi|184156320|ref|NC_010611.1|	NODE_39_length_34809_cov_21.7541_ID_77	34682	2715780	12660	2737801	97.65
gi|184156320|ref|NC_010611.1|	NODE_107_length_2799_cov_18.494_ID_213	127	2855287	2799	2857959	98.99
gi|184156320|ref|NC_010611.1|	NODE_11_length_87445_cov_21.946_ID_21	1	2857882	20730	2878609	99.10
gi|184156320|ref|NC_010611.1|	NODE_19_length_61794_cov_20.7048_ID_37	781	3055648	30448	3085320	98.37
gi|184156320|ref|NC_010611.1|	NODE_96_length_5900_cov_33.6773_ID_191	128	3115949	1390	3117211	98.97
gi|184156320|ref|NC_010611.1|	NODE_114_length_1465_cov_100.898_ID_227	177	3123917	1465	3125209	94.98
gi|184156320|ref|NC_010611.1|	NODE_98_length_5483_cov_85.4149_ID_195	4830	3125757	3579	3127002	88.54
gi|184156320|ref|NC_010611.1|	NODE_18_length_62525_cov_22.2578_ID_35	62398	3128520	56869	3134049	98.88
gi|184156320|ref|NC_010611.1|	NODE_67_length_18942_cov_22.1557_ID_133	17971	3213277	5594	3225654	98.64
gi|184156320|ref|NC_010611.1|	NODE_59_length_22353_cov_22.5043_ID_117	1215	3231649	15551	3245978	98.36
gi|184156320|ref|NC_010611.1|	NODE_4_length_131996_cov_22.8986_ID_7	131778	3249666	85639	3295811	98.67
gi|184156320|ref|NC_010611.1|	NODE_52_length_27015_cov_21.5193_ID_103	439	3393370	18027	3410954	98.10
gi|184156320|ref|NC_010611.1|	NODE_62_length_21900_cov_20.8097_ID_123	21900	3426585	1	3448478	98.97
gi|184156320|ref|NC_010611.1|	NODE_8_length_91998_cov_23.0731_ID_15	91998	3448720	88470	3452304	93.53
gi|184156320|ref|NC_010611.1|	NODE_2_length_137535_cov_22.4812_ID_3	137535	3539396	96305	3580644	98.35
gi|184156320|ref|NC_010611.1|	NODE_14_length_80377_cov_23.2196_ID_27	128	3679743	24232	3703847	97.57
gi|184156320|ref|NC_010611.1|	NODE_65_length_20389_cov_21.4654_ID_129	20262	3758873	5819	3773323	98.28
gi|184156320|ref|NC_010611.1|	NODE_95_length_6206_cov_18.1782_ID_189	2814	3782464	128	3785150	97.02
gi|184156320|ref|NC_010611.1|	NODE_49_length_28985_cov_24.6606_ID_97	28859	3785142	15567	3798421	94.66
gi|184156320|ref|NC_010611.1|	NODE_101_length_5031_cov_14.3252_ID_201	3432	3818249	1	3821679	94.82
gi|184156320|ref|NC_010611.1|	NODE_86_length_9365_cov_22.4704_ID_171	9365	3821612	127	3830851	97.53
gi|184156320|ref|NC_010611.1|	NODE_23_length_56783_cov_23.5187_ID_45	127	3830847	56783	3887504	98.21
