reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_28_length_42183_cov_14.5617_ID_55	30993	1	11686	19307	98.68
gi|184156320|ref|NC_010611.1|	NODE_152_length_5063_cov_16.1323_ID_303	1	31801	5063	36863	99.03
gi|184156320|ref|NC_010611.1|	NODE_166_length_2894_cov_13.4731_ID_331	1	36829	2894	39712	98.51
gi|184156320|ref|NC_010611.1|	NODE_177_length_2023_cov_143.431_ID_353	1	43498	2023	45516	99.31
gi|184156320|ref|NC_010611.1|	NODE_3_length_76987_cov_27.7019_ID_5	76987	45394	42910	79464	97.51
gi|184156320|ref|NC_010611.1|	NODE_40_length_34943_cov_30.7803_ID_79	34816	130571	129	165290	97.02
gi|184156320|ref|NC_010611.1|	NODE_71_length_22134_cov_15.9583_ID_141	22007	165463	14887	172582	97.50
gi|184156320|ref|NC_010611.1|	NODE_83_length_19229_cov_17.5464_ID_165	19229	187335	5169	201393	99.18
gi|184156320|ref|NC_010611.1|	NODE_117_length_9491_cov_15.1006_ID_233	1	206992	9491	216478	97.24
gi|184156320|ref|NC_010611.1|	NODE_29_length_41717_cov_19.2108_ID_57	1	221886	26092	248018	98.40
gi|184156320|ref|NC_010611.1|	NODE_116_length_9508_cov_11.2703_ID_231	4871	249465	6247	250841	100.00
gi|184156320|ref|NC_010611.1|	NODE_15_length_51103_cov_16.3058_ID_29	178	262070	50976	312854	98.52
gi|184156320|ref|NC_010611.1|	NODE_128_length_8080_cov_15.1046_ID_255	8080	313265	4736	316609	97.76
gi|184156320|ref|NC_010611.1|	NODE_194_length_1203_cov_39.7063_ID_387	1	321225	1203	322426	99.75
gi|184156320|ref|NC_010611.1|	NODE_90_length_16816_cov_16.8653_ID_179	16816	322300	1	339116	99.47
gi|184156320|ref|NC_010611.1|	NODE_109_length_11567_cov_11.3755_ID_217	11567	339025	2862	347729	98.68
gi|184156320|ref|NC_010611.1|	NODE_153_length_4967_cov_14.4157_ID_305	1256	349290	4800	352834	99.24
gi|184156320|ref|NC_010611.1|	NODE_7_length_66851_cov_15.8404_ID_13	2332	354898	66851	419418	98.54
gi|184156320|ref|NC_010611.1|	NODE_26_length_42382_cov_15.7291_ID_51	42382	419325	21280	440428	97.74
gi|184156320|ref|NC_010611.1|	NODE_21_length_46700_cov_15.483_ID_41	1	462542	8026	470563	98.77
gi|184156320|ref|NC_010611.1|	NODE_182_length_1741_cov_30.9157_ID_363	1741	509936	1	511676	99.83
gi|184156320|ref|NC_010611.1|	NODE_2_length_100027_cov_15.8915_ID_3	1	511550	19192	530763	98.97
gi|184156320|ref|NC_010611.1|	NODE_1_length_103479_cov_19.4302_ID_1	36915	623865	103479	690430	98.65
gi|184156320|ref|NC_010611.1|	NODE_129_length_7990_cov_13.5315_ID_257	7990	692442	1	700432	98.86
gi|184156320|ref|NC_010611.1|	NODE_140_length_6085_cov_15.1099_ID_279	1	700405	1363	701766	91.78
gi|184156320|ref|NC_010611.1|	NODE_73_length_21694_cov_16.0788_ID_145	78	706269	1133	707324	98.58
gi|184156320|ref|NC_010611.1|	NODE_61_length_25119_cov_14.5323_ID_121	1	727763	20476	748251	95.67
gi|184156320|ref|NC_010611.1|	NODE_151_length_5142_cov_16.3268_ID_301	3208	758109	1	761316	97.23
gi|184156320|ref|NC_010611.1|	NODE_24_length_43965_cov_16.9709_ID_47	43697	787086	1	830773	98.94
gi|184156320|ref|NC_010611.1|	NODE_56_length_27426_cov_15.2571_ID_111	27426	830886	25332	832980	97.52
gi|184156320|ref|NC_010611.1|	NODE_12_length_55072_cov_15.6222_ID_23	55072	858673	34595	879149	98.57
gi|184156320|ref|NC_010611.1|	NODE_86_length_17730_cov_15.1559_ID_171	1	914331	9676	924006	98.84
gi|184156320|ref|NC_010611.1|	NODE_156_length_4600_cov_13.619_ID_311	2	932707	4600	937306	99.28
gi|184156320|ref|NC_010611.1|	NODE_47_length_31315_cov_14.9972_ID_93	31315	937353	8658	960007	97.77
gi|184156320|ref|NC_010611.1|	NODE_154_length_4673_cov_10.8922_ID_307	1265	964089	91	965265	94.82
gi|184156320|ref|NC_010611.1|	NODE_37_length_36464_cov_15.403_ID_73	36464	966480	30976	971976	93.75
gi|184156320|ref|NC_010611.1|	NODE_105_length_12875_cov_14.5585_ID_209	1548	972002	11233	981685	95.38
gi|184156320|ref|NC_010611.1|	NODE_44_length_33781_cov_15.7573_ID_87	28555	1008616	286	1036885	98.67
gi|184156320|ref|NC_010611.1|	NODE_25_length_42745_cov_14.5784_ID_49	733	1036965	6514	1042744	97.75
gi|184156320|ref|NC_010611.1|	NODE_150_length_5147_cov_12.2508_ID_299	1	1078939	5147	1084086	99.09
gi|184156320|ref|NC_010611.1|	NODE_74_length_21545_cov_14.6151_ID_147	1	1083988	21545	1105533	98.14
gi|184156320|ref|NC_010611.1|	NODE_115_length_9826_cov_17.3058_ID_229	1	1105699	3796	1109461	97.02
gi|184156320|ref|NC_010611.1|	NODE_16_length_50738_cov_14.9594_ID_31	1	1113542	1462	1115003	95.76
gi|184156320|ref|NC_010611.1|	NODE_176_length_2155_cov_6.95759_ID_351	1	1161492	2155	1163646	99.91
gi|184156320|ref|NC_010611.1|	NODE_190_length_1307_cov_14.1576_ID_379	1	1163953	1307	1165257	97.86
gi|184156320|ref|NC_010611.1|	NODE_111_length_10925_cov_14.2407_ID_221	9798	1164130	10925	1165257	97.78
gi|184156320|ref|NC_010611.1|	NODE_50_length_29904_cov_15.039_ID_99	29904	1165393	478	1194807	97.50
gi|184156320|ref|NC_010611.1|	NODE_77_length_20118_cov_14.2771_ID_153	16847	1194864	7436	1204276	97.94
gi|184156320|ref|NC_010611.1|	NODE_123_length_8576_cov_17.792_ID_245	7109	1211402	6019	1212492	94.04
gi|184156320|ref|NC_010611.1|	NODE_157_length_4597_cov_15.6872_ID_313	4146	1214921	1454	1217613	96.10
gi|184156320|ref|NC_010611.1|	NODE_81_length_19518_cov_13.4601_ID_161	14923	1222593	757	1236755	96.77
gi|184156320|ref|NC_010611.1|	NODE_68_length_23320_cov_13.9283_ID_135	916	1236799	2571	1238456	93.12
gi|184156320|ref|NC_010611.1|	NODE_63_length_24893_cov_13.9776_ID_125	6848	1239279	1	1246123	97.34
gi|184156320|ref|NC_010611.1|	NODE_31_length_37931_cov_15.1615_ID_61	1	1246015	10701	1256713	98.96
