reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_68_length_18482_cov_21.2848_ID_135	7232	1	1	7232	99.36
gi|184156320|ref|NC_010611.1|	NODE_75_length_14680_cov_24.3114_ID_149	1	7130	12149	19307	98.05
gi|184156320|ref|NC_010611.1|	NODE_105_length_8540_cov_22.1159_ID_209	128	22081	5669	27622	95.53
gi|184156320|ref|NC_010611.1|	NODE_93_length_9644_cov_18.8066_ID_185	1	30448	9644	40088	98.84
gi|184156320|ref|NC_010611.1|	NODE_29_length_46991_cov_22.9548_ID_57	46991	45395	9043	83355	96.39
gi|184156320|ref|NC_010611.1|	NODE_49_length_29788_cov_22.8725_ID_97	22239	95866	11823	106275	93.49
gi|184156320|ref|NC_010611.1|	NODE_60_length_23722_cov_24.7192_ID_119	23595	131659	128	155087	97.44
gi|184156320|ref|NC_010611.1|	NODE_74_length_15094_cov_21.6295_ID_147	14786	172503	127	187161	98.86
gi|184156320|ref|NC_010611.1|	NODE_50_length_29528_cov_23.9288_ID_99	29400	187154	1	216553	98.47
gi|184156320|ref|NC_010611.1|	NODE_57_length_26353_cov_22.8953_ID_113	26353	221824	158	248018	98.58
gi|184156320|ref|NC_010611.1|	NODE_13_length_67943_cov_24.2712_ID_25	178	262070	2408	264300	96.37
gi|184156320|ref|NC_010611.1|	NODE_3_length_104798_cov_23.8502_ID_5	1	322251	104798	427046	99.99
gi|184156320|ref|NC_010611.1|	NODE_38_length_35594_cov_24.6115_ID_75	35594	426975	1	462568	100.00
gi|184156320|ref|NC_010611.1|	NODE_12_length_71068_cov_23.557_ID_23	1	462707	71068	533800	99.95
gi|184156320|ref|NC_010611.1|	NODE_84_length_10974_cov_22.5978_ID_167	1	533739	10847	544585	100.00
gi|184156320|ref|NC_010611.1|	NODE_14_length_65682_cov_24.74_ID_27	65512	544577	1	610086	99.99
gi|184156320|ref|NC_010611.1|	NODE_22_length_54275_cov_23.7429_ID_43	54275	610010	1	664284	99.99
gi|184156320|ref|NC_010611.1|	NODE_82_length_11390_cov_20.9442_ID_163	1	664174	11263	675436	100.00
gi|184156320|ref|NC_010611.1|	NODE_81_length_11536_cov_26.1699_ID_161	171	675428	11536	686789	99.95
gi|184156320|ref|NC_010611.1|	NODE_76_length_14264_cov_20.8576_ID_151	1	692165	14166	706330	99.90
gi|184156320|ref|NC_010611.1|	NODE_26_length_49410_cov_22.2453_ID_51	49314	706269	1	755529	99.88
gi|184156320|ref|NC_010611.1|	NODE_124_length_5783_cov_26.5838_ID_247	1	755621	5783	761403	100.00
gi|184156320|ref|NC_010611.1|	NODE_134_length_4593_cov_19.9472_ID_267	4045	763408	1	767449	99.93
gi|184156320|ref|NC_010611.1|	NODE_172_length_1223_cov_9.98266_ID_343	1	767346	1223	768567	99.59
gi|184156320|ref|NC_010611.1|	NODE_176_length_1039_cov_5.45614_ID_351	1	768967	1039	770005	100.00
gi|184156320|ref|NC_010611.1|	NODE_118_length_6709_cov_19.8897_ID_235	1	769944	6709	776652	100.00
gi|184156320|ref|NC_010611.1|	NODE_115_length_7020_cov_19.8323_ID_229	7020	776566	1	783585	100.00
gi|184156320|ref|NC_010611.1|	NODE_28_length_47291_cov_24.9379_ID_55	47291	783507	1	830797	99.98
gi|184156320|ref|NC_010611.1|	NODE_8_length_83137_cov_23.7738_ID_15	83137	830611	34598	879149	99.99
gi|184156320|ref|NC_010611.1|	NODE_89_length_10360_cov_22.1655_ID_177	10360	914282	32	924609	99.95
gi|184156320|ref|NC_010611.1|	NODE_21_length_54898_cov_22.2969_ID_41	54898	924691	19431	960157	99.88
gi|184156320|ref|NC_010611.1|	NODE_43_length_34018_cov_18.8631_ID_85	23716	966353	1	990068	96.22
gi|184156320|ref|NC_010611.1|	NODE_65_length_20678_cov_23.7971_ID_129	20678	989971	1	1010648	99.36
gi|184156320|ref|NC_010611.1|	NODE_23_length_53547_cov_22.9758_ID_45	53547	1010556	1	1064101	99.99
gi|184156320|ref|NC_010611.1|	NODE_95_length_9262_cov_23.2375_ID_189	9262	1063971	171	1073062	99.98
gi|184156320|ref|NC_010611.1|	NODE_79_length_11661_cov_20.9152_ID_157	11534	1073054	1	1084587	100.00
gi|184156320|ref|NC_010611.1|	NODE_64_length_21065_cov_23.1557_ID_127	1	1084523	21065	1105587	99.97
gi|184156320|ref|NC_010611.1|	NODE_30_length_45351_cov_24.6166_ID_59	1	1105729	4348	1110076	99.54
gi|184156320|ref|NC_010611.1|	NODE_36_length_38225_cov_23.7989_ID_71	5843	1117141	7320	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_142_length_3351_cov_47.4764_ID_283	2374	1155085	1	1157458	98.74
gi|184156320|ref|NC_010611.1|	NODE_101_length_8895_cov_19.822_ID_201	8895	1157332	2525	1163702	99.95
gi|184156320|ref|NC_010611.1|	NODE_15_length_64842_cov_22.2307_ID_29	64842	1157332	61349	1160824	89.16
gi|184156320|ref|NC_010611.1|	NODE_9_length_82852_cov_22.1891_ID_17	19986	1164130	21375	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_90_length_10072_cov_22.4663_ID_179	1	1166301	1726	1168026	100.00
gi|184156320|ref|NC_010611.1|	NODE_16_length_64466_cov_24.478_ID_31	27530	1167966	64339	1204775	99.99
gi|184156320|ref|NC_010611.1|	NODE_125_length_5735_cov_19.1685_ID_249	5608	1240303	1	1245910	100.00
gi|184156320|ref|NC_010611.1|	NODE_69_length_16556_cov_26.1139_ID_137	1	1245832	16386	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_32_length_44641_cov_22.81_ID_63	44514	1262207	1	1306731	99.90
gi|184156320|ref|NC_010611.1|	NODE_40_length_35241_cov_22.6985_ID_79	24932	1282370	23267	1284035	98.44
gi|184156320|ref|NC_010611.1|	NODE_86_length_10572_cov_20.9849_ID_171	3022	1291582	1855	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_116_length_6851_cov_15.3107_ID_231	6851	1306631	1	1313480	99.99
gi|184156320|ref|NC_010611.1|	NODE_168_length_1306_cov_6.46904_ID_335	1	1313555	1306	1314860	100.00
gi|184156320|ref|NC_010611.1|	NODE_114_length_7340_cov_18.5282_ID_227	7340	1314750	1	1322089	99.99
gi|184156320|ref|NC_010611.1|	NODE_39_length_35444_cov_20.1472_ID_77	1	1321976	20232	1342207	100.00
gi|184156320|ref|NC_010611.1|	NODE_98_length_9061_cov_24.7424_ID_195	9061	1358896	1	1367956	100.00
gi|184156320|ref|NC_010611.1|	NODE_51_length_28029_cov_20.9625_ID_101	28029	1368604	1	1396631	99.99
gi|184156320|ref|NC_010611.1|	NODE_140_length_3788_cov_15.793_ID_279	241	1379983	1290	1381033	88.14
