reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_84_length_19000_cov_21.2019_ID_167	11828	76	19000	7237	87.30
gi|184156320|ref|NC_010611.1|	NODE_39_length_33902_cov_20.871_ID_77	33890	7206	29548	11538	91.55
gi|184156320|ref|NC_010611.1|	NODE_129_length_8378_cov_16.7011_ID_257	115	31892	8378	40171	87.28
gi|184156320|ref|NC_010611.1|	NODE_23_length_47173_cov_21.3054_ID_45	459	45585	27416	72513	89.65
gi|184156320|ref|NC_010611.1|	NODE_67_length_22080_cov_22.946_ID_133	6673	100846	11983	106150	92.55
gi|184156320|ref|NC_010611.1|	NODE_152_length_5355_cov_16.3198_ID_303	476	117995	1868	119387	93.19
gi|184156320|ref|NC_010611.1|	NODE_29_length_38902_cov_23.1748_ID_57	38846	122780	35366	126259	88.93
gi|184156320|ref|NC_010611.1|	NODE_14_length_59562_cov_23.1266_ID_27	64	156693	8628	165258	87.29
gi|184156320|ref|NC_010611.1|	NODE_147_length_5562_cov_18.2905_ID_293	5262	222841	3276	224823	89.03
gi|184156320|ref|NC_010611.1|	NODE_74_length_20399_cov_22.5633_ID_147	20396	227774	1079	247130	87.15
gi|184156320|ref|NC_010611.1|	NODE_30_length_37930_cov_27.6761_ID_59	2295	264300	17485	279524	86.67
gi|184156320|ref|NC_010611.1|	NODE_71_length_21437_cov_21.4423_ID_141	21436	299917	7979	313377	86.57
gi|184156320|ref|NC_010611.1|	NODE_213_length_1179_cov_63.462_ID_425	1179	321249	1	322426	95.17
gi|184156320|ref|NC_010611.1|	NODE_46_length_29770_cov_22.4119_ID_91	29770	322300	17266	334810	94.60
gi|184156320|ref|NC_010611.1|	NODE_178_length_2609_cov_12.0504_ID_355	2242	353119	1164	354195	91.03
gi|184156320|ref|NC_010611.1|	NODE_4_length_72702_cov_23.7143_ID_7	72649	354898	70069	357479	86.88
gi|184156320|ref|NC_010611.1|	NODE_37_length_34676_cov_22.8713_ID_73	34676	427103	31046	430733	90.23
gi|184156320|ref|NC_010611.1|	NODE_119_length_9429_cov_21.2739_ID_237	7890	462836	3976	466751	86.89
gi|184156320|ref|NC_010611.1|	NODE_11_length_61746_cov_22.3834_ID_21	59122	471471	47619	482956	87.71
gi|184156320|ref|NC_010611.1|	NODE_108_length_11182_cov_19.8355_ID_215	1	533782	11176	544947	88.76
gi|184156320|ref|NC_010611.1|	NODE_21_length_48211_cov_22.8123_ID_41	48211	544769	37555	555469	87.42
gi|184156320|ref|NC_010611.1|	NODE_79_length_19765_cov_25.5622_ID_157	1	610925	1039	611966	84.18
gi|184156320|ref|NC_010611.1|	NODE_34_length_36747_cov_22.0466_ID_67	2111	623860	36338	658091	87.66
gi|184156320|ref|NC_010611.1|	NODE_83_length_19014_cov_21.5811_ID_165	18325	659701	7894	670172	89.40
gi|184156320|ref|NC_010611.1|	NODE_124_length_9085_cov_20.5201_ID_247	130	677941	4626	682434	88.07
gi|184156320|ref|NC_010611.1|	NODE_128_length_8411_cov_16.5395_ID_255	412	692465	8130	700184	84.93
gi|184156320|ref|NC_010611.1|	NODE_145_length_6017_cov_20.7812_ID_289	4257	702082	3150	703187	86.37
gi|184156320|ref|NC_010611.1|	NODE_33_length_37059_cov_21.5237_ID_65	3036	709191	27626	733832	91.05
gi|184156320|ref|NC_010611.1|	NODE_88_length_17634_cov_21.1485_ID_175	4775	741212	6286	742724	92.07
gi|184156320|ref|NC_010611.1|	NODE_5_length_72547_cov_21.6015_ID_9	513	787098	9137	795720	89.13
gi|184156320|ref|NC_010611.1|	NODE_38_length_34184_cov_20.0539_ID_75	34127	858940	17659	875426	89.37
gi|184156320|ref|NC_010611.1|	NODE_76_length_20255_cov_28.2702_ID_151	434	892625	12349	904540	92.01
gi|184156320|ref|NC_010611.1|	NODE_121_length_9286_cov_21.8784_ID_241	7968	915650	2863	920804	86.03
gi|184156320|ref|NC_010611.1|	NODE_54_length_26048_cov_20.1963_ID_107	25349	924780	1	950137	89.18
gi|184156320|ref|NC_010611.1|	NODE_110_length_11101_cov_24.7454_ID_219	1	950028	9973	960008	92.68
gi|184156320|ref|NC_010611.1|	NODE_99_length_12852_cov_20.3859_ID_197	7236	966948	12263	971976	95.17
gi|184156320|ref|NC_010611.1|	NODE_113_length_10428_cov_18.1317_ID_225	3257	982908	10428	990079	90.85
gi|184156320|ref|NC_010611.1|	NODE_80_length_19721_cov_23.2987_ID_159	36	990001	19719	1009656	88.00
gi|184156320|ref|NC_010611.1|	NODE_68_length_21907_cov_23.5882_ID_135	21892	1009673	305	1031260	93.29
gi|184156320|ref|NC_010611.1|	NODE_90_length_16625_cov_30.8124_ID_179	16079	1036921	12267	1040726	89.77
gi|184156320|ref|NC_010611.1|	NODE_89_length_17381_cov_19.8817_ID_177	194	1052537	16068	1068405	87.06
gi|184156320|ref|NC_010611.1|	NODE_100_length_12428_cov_19.0337_ID_199	12428	1069583	9706	1072312	89.40
gi|184156320|ref|NC_010611.1|	NODE_62_length_23531_cov_22.344_ID_123	23528	1082026	188	1105378	88.04
gi|184156320|ref|NC_010611.1|	NODE_10_length_65253_cov_21.7898_ID_19	33666	1118269	34761	1119365	94.71
gi|184156320|ref|NC_010611.1|	NODE_103_length_11976_cov_16.5838_ID_205	7805	1126778	11927	1130899	98.30
gi|184156320|ref|NC_010611.1|	NODE_15_length_56029_cov_21.3463_ID_29	1	1130791	1612	1132403	94.43
gi|184156320|ref|NC_010611.1|	NODE_9_length_66411_cov_20.8984_ID_17	31603	1164130	32992	1165519	82.91
gi|184156320|ref|NC_010611.1|	NODE_17_length_53937_cov_20.6741_ID_33	898	1168259	10945	1178323	89.45
gi|184156320|ref|NC_010611.1|	NODE_177_length_2703_cov_13.894_ID_353	3	1207119	1270	1208383	89.15
gi|184156320|ref|NC_010611.1|	NODE_35_length_36531_cov_20.6287_ID_69	377	1232006	5126	1236755	91.31
gi|184156320|ref|NC_010611.1|	NODE_134_length_7551_cov_18.7957_ID_267	5137	1277660	1	1282801	88.48
gi|184156320|ref|NC_010611.1|	NODE_36_length_35826_cov_20.7569_ID_71	6	1283192	17846	1301017	90.21
gi|184156320|ref|NC_010611.1|	NODE_3_length_76844_cov_21.6067_ID_5	28373	1291582	29540	1292749	87.43
gi|184156320|ref|NC_010611.1|	NODE_127_length_8673_cov_21.3708_ID_253	2859	1318668	625	1320901	88.34
gi|184156320|ref|NC_010611.1|	NODE_22_length_47974_cov_22.7436_ID_43	5305	1323543	2	1328850	90.34
gi|184156320|ref|NC_010611.1|	NODE_47_length_29471_cov_21.2393_ID_93	1	1328684	9748	1338426	85.97
gi|184156320|ref|NC_010611.1|	NODE_150_length_5433_cov_24.4197_ID_299	484	1329272	4994	1333777	84.48
gi|184156320|ref|NC_010611.1|	NODE_65_length_22544_cov_15.9225_ID_129	946	1351588	2845	1353480	85.18
gi|184156320|ref|NC_010611.1|	NODE_120_length_9290_cov_19.4533_ID_239	980	1369784	9012	1377811	91.50
gi|184156320|ref|NC_010611.1|	NODE_49_length_29005_cov_20.1312_ID_97	10442	1379929	12112	1381607	83.82
gi|184156320|ref|NC_010611.1|	NODE_72_length_21130_cov_20.0489_ID_143	1694	1440315	16939	1455557	95.70
gi|184156320|ref|NC_010611.1|	NODE_140_length_6833_cov_20.827_ID_279	1357	1473602	5309	1477553	92.69
