reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_79_length_18415_cov_23.5389_ID_157	11191	1	18415	7225	99.27
gi|184156320|ref|NC_010611.1|	NODE_63_length_23908_cov_23.0401_ID_125	1	7112	12197	19307	98.34
gi|184156320|ref|NC_010611.1|	NODE_111_length_7981_cov_24.0719_ID_221	1	31758	7980	39727	98.83
gi|184156320|ref|NC_010611.1|	NODE_126_length_5685_cov_189.778_ID_251	5561	39960	1	45516	99.66
gi|184156320|ref|NC_010611.1|	NODE_32_length_36694_cov_24.4983_ID_63	36694	45394	2617	79464	97.51
gi|184156320|ref|NC_010611.1|	NODE_42_length_32689_cov_23.4487_ID_83	24007	95868	20093	99780	87.60
gi|184156320|ref|NC_010611.1|	NODE_142_length_3828_cov_16.271_ID_283	628	120498	2906	122763	95.79
gi|184156320|ref|NC_010611.1|	NODE_61_length_24357_cov_27.5242_ID_121	24357	130728	1	155069	97.35
gi|184156320|ref|NC_010611.1|	NODE_103_length_10362_cov_28.9266_ID_205	10362	155012	129	165290	96.26
gi|184156320|ref|NC_010611.1|	NODE_105_length_9690_cov_27.7061_ID_209	128	165463	7248	172582	97.50
gi|184156320|ref|NC_010611.1|	NODE_26_length_40963_cov_25.4452_ID_51	1	174797	26602	201393	99.02
gi|184156320|ref|NC_010611.1|	NODE_56_length_26317_cov_25.4258_ID_111	1	221860	26141	248018	98.49
gi|184156320|ref|NC_010611.1|	NODE_90_length_13560_cov_21.7743_ID_179	4638	249465	3262	250841	100.00
gi|184156320|ref|NC_010611.1|	NODE_106_length_9684_cov_23.7965_ID_211	9551	262070	1	271620	97.90
gi|184156320|ref|NC_010611.1|	NODE_27_length_40817_cov_25.5301_ID_53	40817	271429	1	312231	98.65
gi|184156320|ref|NC_010611.1|	NODE_110_length_9169_cov_23.875_ID_219	9169	312176	4736	316609	98.22
gi|184156320|ref|NC_010611.1|	NODE_162_length_1203_cov_61.1747_ID_323	1	321225	1203	322426	99.75
gi|184156320|ref|NC_010611.1|	NODE_80_length_16732_cov_27.848_ID_159	16732	322300	1	339032	99.47
gi|184156320|ref|NC_010611.1|	NODE_96_length_11647_cov_19.0163_ID_191	1	338945	8787	347729	98.63
gi|184156320|ref|NC_010611.1|	NODE_7_length_79386_cov_25.3519_ID_13	78131	349290	74587	352834	99.24
gi|184156320|ref|NC_010611.1|	NODE_38_length_34710_cov_25.4509_ID_75	34710	426998	21280	440428	97.22
gi|184156320|ref|NC_010611.1|	NODE_20_length_46433_cov_25.049_ID_39	1	462808	7759	470563	98.81
gi|184156320|ref|NC_010611.1|	NODE_160_length_1741_cov_51.3482_ID_319	1	509936	1741	511676	99.77
gi|184156320|ref|NC_010611.1|	NODE_39_length_33310_cov_24.7349_ID_77	33310	511550	14119	530763	98.97
gi|184156320|ref|NC_010611.1|	NODE_21_length_45951_cov_26.8255_ID_41	1	544742	10727	555469	98.23
gi|184156320|ref|NC_010611.1|	NODE_71_length_20852_cov_24.0622_ID_141	20852	607068	8525	619398	97.90
gi|184156320|ref|NC_010611.1|	NODE_4_length_100012_cov_24.1604_ID_7	62903	623865	1	686768	98.58
gi|184156320|ref|NC_010611.1|	NODE_104_length_9934_cov_22.8322_ID_207	1	692201	9571	701766	97.68
gi|184156320|ref|NC_010611.1|	NODE_138_length_4444_cov_23.3885_ID_275	4383	702081	3272	703191	90.38
