reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_34_length_33915_cov_23.1159_ID_67	7271	1	26583	19307	98.77
gi|184156320|ref|NC_010611.1|	NODE_80_length_12907_cov_17.9334_ID_159	12907	27140	1	40088	98.13
gi|184156320|ref|NC_010611.1|	NODE_23_length_44553_cov_22.0663_ID_45	1	45394	44553	89935	98.90
gi|184156320|ref|NC_010611.1|	NODE_53_length_25096_cov_23.7409_ID_105	1	93270	13066	106333	99.23
gi|184156320|ref|NC_010611.1|	NODE_41_length_28287_cov_25.814_ID_81	28287	121357	26881	122763	96.23
gi|184156320|ref|NC_010611.1|	NODE_195_length_1336_cov_19.0397_ID_389	1336	154914	1	156249	98.43
gi|184156320|ref|NC_010611.1|	NODE_66_length_18679_cov_26.7306_ID_131	18679	156440	2539	172582	97.27
gi|184156320|ref|NC_010611.1|	NODE_84_length_12158_cov_22.5347_ID_167	1	174938	12158	187094	98.69
gi|184156320|ref|NC_010611.1|	NODE_153_length_3310_cov_15.3217_ID_305	1	186872	2352	189224	98.13
gi|184156320|ref|NC_010611.1|	NODE_49_length_26646_cov_25.516_ID_97	26646	189289	14540	201393	99.34
gi|184156320|ref|NC_010611.1|	NODE_50_length_26504_cov_24.3021_ID_99	26504	221860	345	248018	98.58
gi|184156320|ref|NC_010611.1|	NODE_14_length_59559_cov_23.8359_ID_27	134	262070	2364	264300	96.37
gi|184156320|ref|NC_010611.1|	NODE_106_length_8443_cov_23.832_ID_211	8443	312909	1	321351	100.00
gi|184156320|ref|NC_010611.1|	NODE_2_length_140251_cov_24.857_ID_3	140251	322251	1	462502	99.99
gi|184156320|ref|NC_010611.1|	NODE_11_length_71682_cov_24.0087_ID_21	1	462489	71512	534025	99.95
gi|184156320|ref|NC_010611.1|	NODE_94_length_10935_cov_25.5588_ID_187	10808	534017	240	544585	100.00
gi|184156320|ref|NC_010611.1|	NODE_3_length_130791_cov_25.3584_ID_5	1	544887	130552	675436	99.99
gi|184156320|ref|NC_010611.1|	NODE_89_length_11536_cov_26.2095_ID_177	171	675428	11536	686789	99.95
gi|184156320|ref|NC_010611.1|	NODE_128_length_5528_cov_198.769_ID_255	5528	686768	1	692296	99.78
gi|184156320|ref|NC_010611.1|	NODE_109_length_8195_cov_21.0984_ID_217	1	692170	8195	700362	99.95
gi|184156320|ref|NC_010611.1|	NODE_18_length_55237_cov_22.1473_ID_35	55237	700266	49174	706331	99.90
gi|184156320|ref|NC_010611.1|	NODE_126_length_5697_cov_24.7636_ID_251	5697	755824	1	761520	100.00
gi|184156320|ref|NC_010611.1|	NODE_136_length_4676_cov_18.5293_ID_271	3945	763408	1	767349	99.92
gi|184156320|ref|NC_010611.1|	NODE_172_length_2391_cov_6.41917_ID_343	1	767387	2391	769776	99.96
gi|184156320|ref|NC_010611.1|	NODE_78_length_13923_cov_17.8673_ID_155	1	769734	13923	783656	99.99
gi|184156320|ref|NC_010611.1|	NODE_162_length_2876_cov_11.1208_ID_323	1	783530	2876	786405	100.00
gi|184156320|ref|NC_010611.1|	NODE_127_length_5604_cov_27.3182_ID_253	5604	786293	1	791895	99.95
gi|184156320|ref|NC_010611.1|	NODE_28_length_39287_cov_26.0882_ID_55	1	791827	39287	831114	99.98
gi|184156320|ref|NC_010611.1|	NODE_43_length_27796_cov_23.5896_ID_85	1	831006	27796	858802	99.99
gi|184156320|ref|NC_010611.1|	NODE_19_length_54993_cov_23.9873_ID_37	54993	858755	34598	879149	99.99
gi|184156320|ref|NC_010611.1|	NODE_56_length_23159_cov_23.5209_ID_111	1	914282	10329	924609	99.95
gi|184156320|ref|NC_010611.1|	NODE_24_length_42637_cov_22.1243_ID_47	1	937316	22841	960157	99.82
gi|184156320|ref|NC_010611.1|	NODE_21_length_53825_cov_22.5323_ID_41	53781	966356	11514	1008623	97.55
gi|184156320|ref|NC_010611.1|	NODE_60_length_20579_cov_24.8091_ID_119	20579	1010770	1	1031347	99.99
gi|184156320|ref|NC_010611.1|	NODE_25_length_41997_cov_23.1247_ID_49	41997	1031236	171	1073062	99.99
gi|184156320|ref|NC_010611.1|	NODE_138_length_4505_cov_21.7318_ID_275	128	1073054	4505	1077430	99.95
gi|184156320|ref|NC_010611.1|	NODE_185_length_1665_cov_24.8895_ID_369	1	1077246	1665	1078910	100.00
gi|184156320|ref|NC_010611.1|	NODE_164_length_2801_cov_20.4843_ID_327	1	1079109	2801	1081909	100.00
gi|184156320|ref|NC_010611.1|	NODE_55_length_23437_cov_23.1624_ID_109	1	1081873	23437	1105309	99.97
gi|184156320|ref|NC_010611.1|	NODE_47_length_26904_cov_22.3975_ID_93	26904	1105808	22636	1110076	99.44
gi|184156320|ref|NC_010611.1|	NODE_73_length_15738_cov_20.772_ID_145	5970	1117141	7447	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_90_length_11311_cov_26.0565_ID_179	1	1131231	11311	1142542	99.99
gi|184156320|ref|NC_010611.1|	NODE_174_length_2206_cov_26.6368_ID_347	1760	1141417	673	1142510	90.05
gi|184156320|ref|NC_010611.1|	NODE_192_length_1426_cov_31.6928_ID_383	1120	1141417	1	1142542	87.51
gi|184156320|ref|NC_010611.1|	NODE_200_length_1150_cov_52.8915_ID_399	1	1143301	1150	1144450	95.83
gi|184156320|ref|NC_010611.1|	NODE_124_length_6037_cov_27.2914_ID_247	944	1144177	3102	1146336	89.59
gi|184156320|ref|NC_010611.1|	NODE_134_length_4805_cov_40.0812_ID_267	319	1152777	2079	1154537	92.84
gi|184156320|ref|NC_010611.1|	NODE_152_length_3416_cov_27.1712_ID_303	738	1155085	1926	1156273	90.76
gi|184156320|ref|NC_010611.1|	NODE_117_length_6580_cov_22.2424_ID_233	6580	1157332	210	1163702	99.97
gi|184156320|ref|NC_010611.1|	NODE_121_length_6235_cov_25.9794_ID_241	3	1157979	2838	1160813	87.98
gi|184156320|ref|NC_010611.1|	NODE_158_length_3036_cov_26.0388_ID_315	3	1157979	2849	1160824	88.20
gi|184156320|ref|NC_010611.1|	NODE_26_length_40920_cov_22.8424_ID_51	1	1163985	40793	1204775	99.98
gi|184156320|ref|NC_010611.1|	NODE_12_length_67491_cov_23.7235_ID_23	57713	1164130	56324	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_183_length_1734_cov_20.3118_ID_365	128	1240303	1734	1241909	100.00
gi|184156320|ref|NC_010611.1|	NODE_146_length_3921_cov_21.4839_ID_291	3921	1241845	1	1245765	100.00
gi|184156320|ref|NC_010611.1|	NODE_70_length_16612_cov_27.1529_ID_139	16612	1245776	171	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_59_length_20972_cov_22.2308_ID_117	128	1262207	20972	1283063	99.92
gi|184156320|ref|NC_010611.1|	NODE_92_length_11229_cov_21.0458_ID_183	11229	1283247	1	1294474	99.85
gi|184156320|ref|NC_010611.1|	NODE_16_length_57493_cov_24.34_ID_31	34368	1291582	33201	1292749	87.16
gi|184156320|ref|NC_010611.1|	NODE_82_length_12366_cov_24.5485_ID_163	1	1294381	12366	1306746	99.98
gi|184156320|ref|NC_010611.1|	NODE_113_length_7785_cov_14.135_ID_225	7785	1306746	1	1314529	99.99
gi|184156320|ref|NC_010611.1|	NODE_182_length_1786_cov_16.915_ID_363	1	1314596	1786	1316381	100.00
gi|184156320|ref|NC_010611.1|	NODE_123_length_6079_cov_16.8048_ID_245	1	1316274	6079	1322352	99.98
gi|184156320|ref|NC_010611.1|	NODE_39_length_31779_cov_21.2009_ID_77	31779	1323132	12704	1342207	99.99
gi|184156320|ref|NC_010611.1|	NODE_170_length_2523_cov_13.8443_ID_339	1	1356346	2523	1358867	99.96
gi|184156320|ref|NC_010611.1|	NODE_93_length_11125_cov_22.1923_ID_185	11125	1358744	1	1369867	99.98
gi|184156320|ref|NC_010611.1|	NODE_98_length_9943_cov_24.2829_ID_195	9943	1369781	108	1379615	99.99
gi|184156320|ref|NC_010611.1|	NODE_68_length_17074_cov_22.379_ID_135	17074	1379595	1	1396669	99.99
gi|184156320|ref|NC_010611.1|	NODE_107_length_8424_cov_16.246_ID_213	210	1379983	1259	1381033	88.05
gi|184156320|ref|NC_010611.1|	NODE_45_length_27109_cov_22.3572_ID_89	27109	1396832	2	1423937	99.97
gi|184156320|ref|NC_010611.1|	NODE_141_length_4284_cov_16.3065_ID_281	4159	1425687	1	1429845	100.00
gi|184156320|ref|NC_010611.1|	NODE_97_length_10321_cov_23.2412_ID_193	1	1429767	10321	1440087	100.00
gi|184156320|ref|NC_010611.1|	NODE_72_length_15941_cov_24.8117_ID_143	1	1439982	15941	1455919	99.97
gi|184156320|ref|NC_010611.1|	NODE_201_length_1066_cov_5.37593_ID_401	1	1456095	1066	1457160	99.91
gi|184156320|ref|NC_010611.1|	NODE_10_length_72721_cov_23.3442_ID_19	72721	1457390	71609	1458502	100.00
gi|184156320|ref|NC_010611.1|	NODE_5_length_105604_cov_22.5243_ID_9	105321	1458790	104222	1459896	86.10
gi|184156320|ref|NC_010611.1|	NODE_179_length_1849_cov_10.8647_ID_357	1	1530056	1849	1531904	100.00
gi|184156320|ref|NC_010611.1|	NODE_132_length_4890_cov_19.7338_ID_263	4890	1532738	1	1537627	100.00
gi|184156320|ref|NC_010611.1|	NODE_63_length_20344_cov_21.9407_ID_125	1	1538051	1384	1539437	96.97
gi|184156320|ref|NC_010611.1|	NODE_51_length_25558_cov_24.0687_ID_101	25558	1558247	1	1583803	99.99
gi|184156320|ref|NC_010611.1|	NODE_119_length_6434_cov_20.0285_ID_237	1	1583840	6051	1589890	99.95
gi|184156320|ref|NC_010611.1|	NODE_71_length_16312_cov_22.1181_ID_141	1	1590161	16312	1606472	99.93
gi|184156320|ref|NC_010611.1|	NODE_95_length_10786_cov_25.4314_ID_189	10786	1606656	1	1617442	99.99
gi|184156320|ref|NC_010611.1|	NODE_52_length_25324_cov_21.5092_ID_103	1	1617484	25324	1642808	99.98
gi|184156320|ref|NC_010611.1|	NODE_77_length_14469_cov_16.8356_ID_153	14469	1642750	1	1657218	99.99
gi|184156320|ref|NC_010611.1|	NODE_167_length_2606_cov_16.9347_ID_333	1	1657640	2571	1660210	100.00
gi|184156320|ref|NC_010611.1|	NODE_129_length_5296_cov_20.4937_ID_257	1	1660385	5296	1665680	100.00
gi|184156320|ref|NC_010611.1|	NODE_115_length_6974_cov_24.1019_ID_229	1	1666436	6847	1673282	100.00
gi|184156320|ref|NC_010611.1|	NODE_69_length_16859_cov_20.67_ID_137	16691	1673272	1	1689963	99.99
gi|184156320|ref|NC_010611.1|	NODE_130_length_5145_cov_21.3729_ID_259	1	1690032	5145	1695174	99.92
