reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_41_length_32497_cov_23.4675_ID_81	21809	1	2532	19307	98.53
gi|184156320|ref|NC_010611.1|	NODE_70_length_18078_cov_20.8186_ID_139	128	22081	5669	27622	95.53
gi|184156320|ref|NC_010611.1|	NODE_27_length_46814_cov_23.0413_ID_53	1	45395	37949	83355	96.39
gi|184156320|ref|NC_010611.1|	NODE_110_length_7777_cov_24.3388_ID_219	1144	95866	7771	102485	91.36
gi|184156320|ref|NC_010611.1|	NODE_71_length_17811_cov_24.6919_ID_141	1	102401	3874	106275	97.14
gi|184156320|ref|NC_010611.1|	NODE_59_length_23722_cov_26.1855_ID_117	128	131659	23595	155087	97.44
gi|184156320|ref|NC_010611.1|	NODE_80_length_15094_cov_23.0601_ID_159	309	172503	14968	187161	98.86
gi|184156320|ref|NC_010611.1|	NODE_47_length_29527_cov_25.894_ID_93	29400	187154	1	216553	98.47
gi|184156320|ref|NC_010611.1|	NODE_84_length_13637_cov_21.8704_ID_167	13637	221824	4	235457	98.38
gi|184156320|ref|NC_010611.1|	NODE_68_length_18466_cov_24.7892_ID_135	18466	235365	5812	248018	98.81
gi|184156320|ref|NC_010611.1|	NODE_13_length_67943_cov_24.5855_ID_25	178	262070	2408	264300	96.37
gi|184156320|ref|NC_010611.1|	NODE_2_length_139097_cov_24.727_ID_3	139097	322251	1	461345	99.99
gi|184156320|ref|NC_010611.1|	NODE_159_length_1178_cov_19.4291_ID_317	1	461244	1178	462421	100.00
gi|184156320|ref|NC_010611.1|	NODE_8_length_82067_cov_24.1961_ID_15	82067	462732	240	544585	99.95
gi|184156320|ref|NC_010611.1|	NODE_14_length_61847_cov_25.5087_ID_27	1	544811	61847	606655	99.99
gi|184156320|ref|NC_010611.1|	NODE_11_length_68953_cov_23.4497_ID_21	1	606611	68826	675436	99.99
gi|184156320|ref|NC_010611.1|	NODE_90_length_11493_cov_24.1905_ID_179	128	675428	11493	686789	99.95
gi|184156320|ref|NC_010611.1|	NODE_17_length_55281_cov_23.2728_ID_33	1	692165	14167	706331	99.93
