reference	query	refStart	queryStart	refEnd	queryEnd	identity
gi|184156320|ref|NC_010611.1|	NODE_40_length_32824_cov_17.1301_ID_79	21565	1	2288	19307	98.53
gi|184156320|ref|NC_010611.1|	NODE_93_length_8752_cov_15.7329_ID_185	128	22081	5669	27622	95.53
gi|184156320|ref|NC_010611.1|	NODE_94_length_8710_cov_17.2686_ID_187	1	31384	8710	40088	98.89
gi|184156320|ref|NC_010611.1|	NODE_110_length_5251_cov_127.714_ID_219	5251	39962	1	45212	99.92
gi|184156320|ref|NC_010611.1|	NODE_49_length_27450_cov_16.0671_ID_97	1	45358	27296	72643	98.31
gi|184156320|ref|NC_010611.1|	NODE_101_length_7267_cov_8.74062_ID_201	23	72748	6769	79495	96.50
gi|184156320|ref|NC_010611.1|	NODE_136_length_2156_cov_9.43716_ID_271	2155	79894	4	82048	84.07
gi|184156320|ref|NC_010611.1|	NODE_150_length_1584_cov_6.87852_ID_299	1563	81927	135	83355	85.94
gi|184156320|ref|NC_010611.1|	NODE_53_length_25415_cov_16.3298_ID_105	1062	95866	11478	106275	93.49
gi|184156320|ref|NC_010611.1|	NODE_55_length_23722_cov_21.4631_ID_109	23595	131659	128	155087	97.44
gi|184156320|ref|NC_010611.1|	NODE_69_length_15094_cov_16.6047_ID_137	14786	172503	127	187161	98.86
gi|184156320|ref|NC_010611.1|	NODE_43_length_29312_cov_18.7988_ID_85	129	187154	29312	216337	98.46
gi|184156320|ref|NC_010611.1|	NODE_51_length_26562_cov_18.1773_ID_101	26562	221858	401	248018	98.58
gi|184156320|ref|NC_010611.1|	NODE_14_length_67943_cov_21.4203_ID_27	178	262070	2408	264300	96.37
gi|184156320|ref|NC_010611.1|	NODE_41_length_32583_cov_18.7004_ID_81	32583	322251	1	354832	99.98
gi|184156320|ref|NC_010611.1|	NODE_6_length_107687_cov_20.0982_ID_11	1	354735	107687	462420	99.99
gi|184156320|ref|NC_010611.1|	NODE_44_length_29299_cov_18.2841_ID_87	1	462498	29299	491797	99.99
gi|184156320|ref|NC_010611.1|	NODE_20_length_52994_cov_21.3397_ID_39	52994	491694	128	544585	99.93
gi|184156320|ref|NC_010611.1|	NODE_18_length_58277_cov_22.0566_ID_35	128	544577	58277	602724	99.99
gi|184156320|ref|NC_010611.1|	NODE_11_length_72950_cov_18.3073_ID_21	1	602614	72823	675436	99.99
gi|184156320|ref|NC_010611.1|	NODE_77_length_11493_cov_17.5944_ID_153	128	675428	11493	686789	99.95
gi|184156320|ref|NC_010611.1|	NODE_16_length_63645_cov_19.0178_ID_31	63645	692170	49520	706295	99.93
gi|184156320|ref|NC_010611.1|	NODE_104_length_5903_cov_13.9015_ID_207	1	755693	5903	761595	99.98
gi|184156320|ref|NC_010611.1|	NODE_125_length_3152_cov_12.1931_ID_249	3152	764331	1	767482	100.00
gi|184156320|ref|NC_010611.1|	NODE_146_length_1716_cov_7.64317_ID_291	1	767393	1716	769107	99.88
gi|184156320|ref|NC_010611.1|	NODE_163_length_1078_cov_3.10515_ID_325	1077	768841	1	769917	99.54
gi|184156320|ref|NC_010611.1|	NODE_112_length_4722_cov_8.53449_ID_223	1	770260	4722	774981	100.00
gi|184156320|ref|NC_010611.1|	NODE_139_length_1910_cov_6.92653_ID_277	2	774786	1910	776694	99.48
gi|184156320|ref|NC_010611.1|	NODE_25_length_47920_cov_17.4507_ID_49	1	776598	47920	824517	99.98
gi|184156320|ref|NC_010611.1|	NODE_36_length_34572_cov_16.395_ID_71	1	824385	34572	858956	99.99
gi|184156320|ref|NC_010611.1|	NODE_19_length_54877_cov_20.681_ID_37	1	858871	20280	879149	99.98
gi|184156320|ref|NC_010611.1|	NODE_83_length_10099_cov_18.2834_ID_165	10099	914282	1	924380	99.99
gi|184156320|ref|NC_010611.1|	NODE_32_length_39310_cov_16.8724_ID_63	53	924510	35701	960157	99.88
gi|184156320|ref|NC_010611.1|	NODE_35_length_37082_cov_17.4465_ID_69	37076	966773	1	1003839	97.40
gi|184156320|ref|NC_010611.1|	NODE_48_length_27609_cov_19.7814_ID_95	27609	1003710	1	1031318	99.99
gi|184156320|ref|NC_010611.1|	NODE_39_length_33034_cov_16.0548_ID_77	33034	1031214	1	1064247	99.99
gi|184156320|ref|NC_010611.1|	NODE_89_length_9046_cov_14.1555_ID_177	9046	1064144	128	1073062	99.99
gi|184156320|ref|NC_010611.1|	NODE_116_length_4462_cov_16.0549_ID_231	4335	1073054	1	1077388	99.98
gi|184156320|ref|NC_010611.1|	NODE_46_length_28273_cov_19.1673_ID_91	28273	1077260	1	1105533	99.97
gi|184156320|ref|NC_010611.1|	NODE_27_length_45529_cov_16.2571_ID_53	1	1105551	4526	1110076	99.56
gi|184156320|ref|NC_010611.1|	NODE_79_length_11353_cov_13.9461_ID_157	5572	1117141	4095	1118617	93.71
gi|184156320|ref|NC_010611.1|	NODE_52_length_26375_cov_15.9855_ID_103	17483	1141417	18570	1142510	90.05
gi|184156320|ref|NC_010611.1|	NODE_122_length_3351_cov_39.6594_ID_243	2374	1155085	1	1157458	98.74
gi|184156320|ref|NC_010611.1|	NODE_15_length_66517_cov_17.6212_ID_29	66517	1157332	63024	1160824	89.18
gi|184156320|ref|NC_010611.1|	NODE_26_length_47409_cov_15.788_ID_51	47409	1157332	41039	1163702	99.97
gi|184156320|ref|NC_010611.1|	NODE_17_length_63372_cov_17.8515_ID_33	62929	1164130	61540	1165519	97.55
gi|184156320|ref|NC_010611.1|	NODE_105_length_5649_cov_19.3124_ID_209	128	1240303	5649	1245824	100.00
gi|184156320|ref|NC_010611.1|	NODE_67_length_16325_cov_18.306_ID_133	16325	1246020	128	1262215	99.99
gi|184156320|ref|NC_010611.1|	NODE_60_length_20972_cov_16.0774_ID_119	20845	1262207	1	1283063	99.91
